LISTING ID,Type,ADDRESS,City,STATE,ZIP,ListPrice,BEDS,BATHS,LOCATION,SQFT,ImputedSQFT,LOTSIZE,YEARBUILT,ParkSpots,HasGarage,DOM,RECENT_REDUCTION_DATE,BeenReduced,OrigList,LAST_SALE_DATE,SoldPrev,LastPrice,ORIGINAL SOURCE,LATITUDE,LONGITUDE,Test
9114681,Single Family Residential,1605 N MITCHELL Ave,Arlington Heights,IL,60004,294999,3,2,Arlington Heights,1135,1135,,1958,1,Garage,122,03/09/2016,Yes,299999,08/25/2006,Yes,305500,Coldwell Banker,42.105824,-87.988171,0
9114939,Single Family Residential,1806 N Walnut Ave,Arlington Heights,IL,60004,839990,4,4.5,Arlington Heights,3385,3385,8908,2016,3,Garage,122,,No,839990,,No,,john greene Realtor,42.108489,-87.990399,0
9117783,Condo/Coop,2422 N Kennicott Dr Unit 1C,Arlington Heights,IL,60004,115900,1,1,Arlington Heights,,906,,1970,1,None,119,,No,115900,,No,,Platinum Partners Realtors,42.1193997,-87.9939348,1
9119271,Single Family Residential,734 S HIGHLAND Ave,Arlington Heights,IL,60005,317500,3,2,Arlington Heights,,1629,,1950,1,Garage,115,04/21/2016,Yes,335000,04/30/2008,Yes,353000,Coldwell Banker,42.070712,-87.985821,1
9120137,Single Family Residential,4210 N Yale Ave,Arlington Heights,IL,60004,344900,3,1.5,Arlington Heights,1829,1829,7562,1985,2,Garage,114,,No,344900,05/03/2007,Yes,370000,Homesmart Connect LLC,42.152255,-87.998848,0
9120275,Single Family Residential,1615 S SURREY RIDGE Dr,Arlington Heights,IL,60005,399000,4,2.5,Arlington Heights,2600,2600,,1965,2,Garage,114,,No,399000,,No,,"Prello Realty, Inc.",42.054251,-87.983133,0
9121156,Single Family Residential,1500 N Evergreen Ave,Arlington Heights,IL,60004,276400,3,1,Arlington Heights,,1258,17424,1956,2,Garage,113,04/24/2016,Yes,305000,11/19/2004,Yes,325000,Jameson Sotheby's,42.103147,-87.982798,0
9121633,Condo/Coop,77 S EVERGREEN Ave #303,Arlington Heights,IL,60005,299000,2,2,Arlington Heights,1470,1470,,2000,1,Garage,113,05/13/2016,Yes,333000,,No,,Baird & Warner,42.0815348,-87.9814596,0
9121713,Single Family Residential,521 S ARLINGTON HEIGHTS Rd,Arlington Heights,IL,60005,397500,3,2.5,Arlington Heights,1593,1593,9147,1951,1,Garage,112,04/29/2016,Yes,399900,03/18/2014,Yes,335000,RE/MAX,42.074764,-87.980128,1
9126120,Single Family Residential,1327 N ILLINOIS Ave,Arlington Heights,IL,60004,945000,4,4.5,Arlington Heights,3806,3806,8712,2005,3,Garage,106,,No,945000,10/14/2005,Yes,960000,Berkshire Hathaway,42.100213,-88.000604,0
9128308,Single Family Residential,1206 W SIGWALT St,Arlington Heights,IL,60005,304925,3,2,Arlington Heights,1265,1265,10693,1957,1,Garage,102,04/27/2016,Yes,324925,,No,,Coldwell Banker,42.081394,-87.997976,0
9128769,Single Family Residential,2003 E Canterbury Dr,Arlington Heights,IL,60004,390000,4,2.5,Arlington Heights,2446,2446,10920,1972,2,Garage,102,04/11/2016,Yes,399000,06/24/1998,Yes,248000,Century 21,42.12356,-87.958782,1
9129324,Single Family Residential,504 S MITCHELL Ave,Arlington Heights,IL,60005,675000,2,2,Arlington Heights,1296,1296,,1935,2,Garage,101,04/25/2016,Yes,700000,,No,,Coldwell Banker,42.075327,-87.988445,0
9131716,Condo/Coop,2315 S GOEBBERT Rd #109,Arlington Heights,IL,60005,154900,2,2,Arlington Heights,1200,1200,,1971,2,None,99,05/02/2016,Yes,159900,06/15/2006,Yes,175000,RE/MAX,42.04242,-87.973687,0
9131930,Single Family Residential,1302 W SIGWALT St,Arlington Heights,IL,60005,379000,3,2,Arlington Heights,1796,1796,,1959,1,Garage,99,05/12/2016,Yes,389000,,No,,RE/MAX,42.081398,-87.998941,0
9132385,Single Family Residential,1105 E Park St,Arlington Heights,IL,60005,369000,3,3,Arlington Heights,1602,1602,7361,1970,2,Garage,98,05/05/2016,Yes,400000,04/30/1998,Yes,222000,Berkshire Hathaway,42.075375,-87.969275,0
9132674,Single Family Residential,202 E SUNSET Dr,Arlington Heights,IL,60004,845000,5,4.5,Arlington Heights,4819,4819,22285,2006,4,Garage,98,03/30/2016,Yes,849900,01/14/2010,Yes,730000,RE/MAX,42.119447,-87.979865,0
Plan-1211662,Single Family Residential,311 S Dunton/Sunnyside,Arlington Heights,IL,60004,725000,4,2.5,Arlington Heights,2635,2635,,,2,Garage,97,,No,725000,,No,,NewHomeSource.com,42.111429,-87.985876,1
Plan-1211661,Single Family Residential,1015 N Salem/Wa Pella,Arlington Heights,IL,60004,849000,4,3.5,Arlington Heights,3407,3407,,,3,Garage,97,,No,849000,,No,,NewHomeSource.com,42.111429,-87.985876,1
Plan-1211660,Single Family Residential,1013 N Hickory Ave,Arlington Heights,IL,60004,750000,4,2.5,Arlington Heights,2929,2929,,,2,Garage,97,,No,750000,,No,,NewHomeSource.com,42.111429,-87.985876,0
Plan-1207349,Single Family Residential,826 N Dryden Ave,Arlington Heights,IL,60004,829900,4,3.5,Arlington Heights,2930,2930,,,3,Garage,97,,No,829900,,No,,NewHomeSource.com,42.111429,-87.985876,0
Plan-1207348,Single Family Residential,409 Maude Ave,Arlington Heights,IL,60004,824900,5,4.5,Arlington Heights,3348,3348,,,2,Garage,97,,No,824900,,No,,NewHomeSource.com,42.111429,-87.985876,0
9132993,Condo/Coop,2315 E OLIVE St Unit 4G,Arlington Heights,IL,60004,78490,1,1,Arlington Heights,800,800,,1978,1,None,97,05/08/2016,Yes,93490,,No,,A Team Realty Inc.,42.0985641,-87.9552331,0
9133344,Single Family Residential,1627 S Chesterfield Dr,Arlington Heights,IL,60005,389000,4,2.5,Arlington Heights,2300,2300,8751,1966,2,Garage,96,,No,389000,06/18/2002,Yes,317000,Baird & Warner,42.054011,-87.984733,1
9133404,Single Family Residential,2879 N Arlington Heights Rd,Arlington Heights,IL,60004,769900,4,3,Arlington Heights,4300,4300,10018,2002,3,Garage,96,03/11/2016,Yes,795500,11/09/2000,Yes,106000,Coldwell Banker,42.127859,-87.979929,0
9134168,Single Family Residential,822 S Mckinley Ave,Arlington Heights,IL,60005,294900,3,2,Arlington Heights,1361,1361,6224,1956,1,Garage,95,05/12/2016,Yes,299900,04/12/2002,Yes,181000,@properties,42.068416,-87.967639,0
9134776,Single Family Residential,2415 E Greshan Ct,Arlington Heights,IL,60004,775000,4,2.5,Arlington Heights,3770,3770,12693,1987,7,Garage,94,,No,775000,,No,,@properties,42.10461,-87.954095,0
9136587,Single Family Residential,4243 N Walnut Ave,Arlington Heights,IL,60004,469000,4,2.5,Arlington Heights,2592,2592,11329,1985,2,Garage,93,04/18/2016,Yes,515000,,No,,Jameson Sotheby's,42.15324,-87.992079,1
9137543,Single Family Residential,218 E THOMAS St,Arlington Heights,IL,60004,1250000,4,5.5,Arlington Heights,5100,5100,21780,2007,3,Garage,92,,No,1250000,06/27/2008,Yes,1075000,@properties,42.103157,-87.97944,1
9139099,Single Family Residential,1320 Christina (lot 5) Ct,Arlington Heights,IL,60004,822162,4,3.5,Arlington Heights,3672,3672,,2017,3,Garage,90,04/21/2016,Yes,862882,,No,,Coldwell Banker,42.09919426,-87.96622372,0
9139102,Single Family Residential,1317 Christina (lot 12) Ct,Arlington Heights,IL,60005,853155,4,2.5,Arlington Heights,4018,4018,,2017,2,Garage,90,04/21/2016,Yes,914105,,No,,Coldwell Banker,42.12852091,-87.85172559,0
9139121,Single Family Residential,1328 Christina (lot 7) Ct,Arlington Heights,IL,60004,774675,4,2.5,Arlington Heights,3467,3467,,2017,3,Garage,89,04/21/2016,Yes,802025,,No,,Coldwell Banker,42.09910659,-87.96565827,0
9139216,Single Family Residential,1324 Christina (lot6) Ct,Arlington Heights,IL,60004,796895,4,2.5,Arlington Heights,3505,3505,,2017,3,Garage,89,04/21/2016,Yes,833805,,No,,Coldwell Banker,42.09917585,-87.96604736,0
9139383,Condo/Coop,701 W Rand Rd Unit 430G,Arlington Heights,IL,60004,262000,2,2.5,Arlington Heights,1667,1667,,2006,1,Garage,88,05/10/2016,Yes,267000,,No,,Century 21,42.119247,-87.991335,0
Plan-1235004,Single Family Residential,Boulder Courtyard,Arlington Heights,IL,60004,820995,4,2,Christina Court,4018,4018,,,2,Garage,87,,No,819995,,No,,NewHomeSource.com,42.0992981,-87.9616883,0
Plan-1235003,Single Family Residential,Memphis,Arlington Heights,IL,60004,800995,4,3,Christina Court,3672,3672,,,3,Garage,87,,No,799995,,No,,NewHomeSource.com,42.0992981,-87.9616883,0
Plan-1235002,Single Family Residential,Victoria,Arlington Heights,IL,60004,780995,4,2,Christina Court,3505,3505,,,3,Garage,87,,No,779995,,No,,NewHomeSource.com,42.0992981,-87.9616883,1
Plan-1235001,Single Family Residential,Morton,Arlington Heights,IL,60004,760995,4,2,Christina Court,3467,3467,,,3,Garage,87,,No,759995,,No,,NewHomeSource.com,42.0992981,-87.9616883,0
9140551,Single Family Residential,20 N Prindle Ave,Arlington Heights,IL,60004,348998,4,2,Arlington Heights,,1920,8777,1961,2,Garage,87,04/11/2016,Yes,355500,,No,,Coldwell Banker,42.082676,-87.959015,1
9140754,Single Family Residential,1402 W Euclid Ave,Arlington Heights,IL,60005,474925,4,3.5,Arlington Heights,2800,2800,19998,1948,4,Garage,87,05/02/2016,Yes,499925,03/14/2000,Yes,314500,Coldwell Banker,42.0887,-88.001056,1
9141167,Condo/Coop,215 S Evergreen Ave Unit B,Arlington Heights,IL,60005,309900,2,3,Arlington Heights,,1789,,2006,1,Garage,87,04/20/2016,Yes,369900,,No,,Unique Realty LLC,42.078809,-87.981362,0
9141169,Condo/Coop,215 S EVERGREEN Ave Unit C,Arlington Heights,IL,60005,319900,2,2,Arlington Heights,,1382,,2006,1,Garage,87,04/20/2016,Yes,359900,,No,,Unique Realty LLC,42.078809,-87.981362,0
9142095,Condo/Coop,25 E Palatine Rd #212,Arlington Heights,IL,60004,125000,1,1,Arlington Heights,800,800,,1977,1,Garage,86,,No,125000,05/06/2010,Yes,117000,Berkshire Hathaway,42.108852,-87.982092,0
9142886,Single Family Residential,2119 E Kensington Rd,Arlington Heights,IL,60004,706000,4,3,Arlington Heights,3204,3204,,2016,2,Garage,85,,No,706000,,No,,"Capital Sales, LLC",42.080717,-87.9565873,1
9144382,Single Family Residential,929 S Beverly Ln,Arlington Heights,IL,60005,1300000,4,5.5,Arlington Heights,4400,4400,,2006,3,Garage,83,,No,1300000,05/06/2004,Yes,437500,@properties,42.066949,-87.972911,1
9146427,Single Family Residential,1507 W LILLIAN Ave,Arlington Heights,IL,60004,299999,3,2,Arlington Heights,,1629,,1978,2,Garage,80,04/14/2016,Yes,309000,09/11/2002,Yes,280000,USA Real Estate Ltd.,42.1073,-88.001199,0
9146799,Single Family Residential,2024 E Park St,Arlington Heights,IL,60004,308500,4,2.5,Arlington Heights,2573,2573,7514,1958,1,Garage,80,05/12/2016,Yes,349000,08/11/1998,Yes,205000,Coldwell Banker,42.0756099,-87.9578603,0
9147490,Single Family Residential,411 S Dwyer Ave,Arlington Heights,IL,60005,279500,3,2,Arlington Heights,1055,1055,8646,1961,1,Garage,79,,No,279500,,No,,Baird & Warner,42.076893,-87.997194,0
9147491,Single Family Residential,1950 N Walnut Ave,Arlington Heights,IL,60004,899000,4,3.5,Arlington Heights,3739,3739,12196,2016,3,Garage,79,,No,899000,,No,,The Royal Family Real Estate,42.11121,-87.989247,0
9150718,Single Family Residential,916 S Mitchell Ave,Arlington Heights,IL,60005,533900,4,2.5,Arlington Heights,2300,2300,,1977,2,Garage,75,05/09/2016,Yes,549900,09/17/2015,Yes,275000,Dralyuk Real Estate,42.067128,-87.988306,0
9151046,Townhouse,1409 W Orchard Pl,Arlington Heights,IL,60005,254900,2,2.5,Arlington Heights,1368,1368,,1989,2,Garage,74,04/26/2016,Yes,264500,01/13/2005,Yes,254500,Century 21,42.068254,-88.001839,1
9151084,Townhouse,2208 S CRAMBOURNE Way,Arlington Heights,IL,60005,270000,2,3,Arlington Heights,2025,2025,,2008,2,Garage,74,04/26/2016,Yes,275000,03/27/2009,Yes,305000,Berkshire Hathaway,42.0462107,-87.9868265,1
9151233,Single Family Residential,2710 N Vista Rd,Arlington Heights,IL,60004,365000,4,2,Arlington Heights,2323,2323,76665,1985,2,Garage,74,,No,365000,,No,,@properties,42.12507,-87.975907,1
9152057,Single Family Residential,1308 W Nichols Rd,Arlington Heights,IL,60004,329000,3,1.5,Arlington Heights,1768,1768,,1985,2,Garage,73,05/03/2016,Yes,386000,03/06/2008,Yes,341500,Keller Williams,42.148124,-87.99866,0
9152283,Townhouse,1607 E Clayton Ct,Arlington Heights,IL,60004,254000,2,1.5,Arlington Heights,2126,2126,,1986,1,Garage,73,05/10/2016,Yes,264000,08/14/2001,Yes,225000,Coldwell Banker,42.104576,-87.9622207,0
9152375,Single Family Residential,529 S Prindle Ave,Arlington Heights,IL,60004,350000,3,2,Arlington Heights,1814,1814,7919,1957,2,Garage,73,,No,350000,08/04/2015,Yes,195000,Century 21,42.074294,-87.958343,0
9153957,Single Family Residential,414 E Valley Ln,Arlington Heights,IL,60004,474900,4,2.5,Arlington Heights,2344,2344,8751,1966,2,Garage,72,05/01/2016,Yes,489900,11/19/2015,Yes,310000,"Rising Realty, LLC",42.114808,-87.97719,0
9154778,Single Family Residential,106 N Salem Ave,Arlington Heights,IL,60005,699000,4,2.5,Arlington Heights,3400,3400,,2014,2,Garage,71,,No,699000,,No,,Picket Fence Realty,42.0839632,-87.9926675,0
9155466,Townhouse,1639 E Clayton Ct #9,Arlington Heights,IL,60004,269000,3,2,Arlington Heights,1700,1700,,1989,3,Garage,71,05/12/2016,Yes,285000,11/25/2008,Yes,287500,Urban Domain,42.1044993,-87.9620281,0
9156010,Single Family Residential,723 N ARLINGTON HEIGHTS Rd,Arlington Heights,IL,60004,400000,3,2,Arlington Heights,1900,1900,,,2,Garage,70,03/22/2016,Yes,415000,,No,,@properties,42.091016,-87.980168,0
9156071,Single Family Residential,1206 W KELLY St,Arlington Heights,IL,60004,749000,4,3.5,Arlington Heights,3593,3593,8407,1998,3,Garage,70,04/14/2016,Yes,759000,06/14/1999,Yes,474000,Coldwell Banker,42.122282,-87.99727,0
9156246,Single Family Residential,401 N Beverly Ln,Arlington Heights,IL,60004,469000,4,3,Arlington Heights,2077,2077,7919,1961,4,Garage,70,04/01/2016,Yes,489000,,No,,Baird & Warner,42.086416,-87.972822,0
9156925,Single Family Residential,517 E Haven St,Arlington Heights,IL,60005,609900,5,3,Arlington Heights,3638,3638,,1996,3,Garage,69,,No,609900,,No,,Coldwell Banker,42.05669,-87.975269,0
9157532,Single Family Residential,910 N Beverly Ln,Arlington Heights,IL,60004,649900,5,3,Arlington Heights,,2930,6952,2008,2,Garage,68,04/13/2016,Yes,669900,05/03/2001,Yes,192500,Red Zone Realty Group Inc.,42.094109,-87.972921,1
9159702,Single Family Residential,501 E NOYES St,Arlington Heights,IL,60005,579000,5,3,Arlington Heights,3281,3281,,1994,2,Garage,66,,No,579000,,No,,USA Real Estate Ltd.,42.057593,-87.976074,1
9160393,Condo/Coop,10 S Dunton Ave #509,Arlington Heights,IL,60005,219900,1,1,Arlington Heights,1000,1000,,2006,1,Garage,65,04/28/2016,Yes,249900,,No,,"Axis Realty, Inc.",42.082244,-87.9833297,1
9161412,Single Family Residential,120 E Maple St,Arlington Heights,IL,60005,249900,2,1,Arlington Heights,1381,1381,6019,1950,1,Garage,64,,No,249900,11/27/2006,Yes,300000,RE/MAX,42.070267,-87.9808233,0
9161420,Condo/Coop,1030 S Fernandez Ave Unit 1C,Arlington Heights,IL,60005,139900,2,2,Arlington Heights,1200,1200,,1973,1,Garage,64,,No,139900,04/11/2005,Yes,185000,Century 21,42.064876,-87.991809,1
9161607,Single Family Residential,4245 N Highland Ave,Arlington Heights,IL,60004,418000,4,2.5,Arlington Heights,2631,2631,9888,1984,2,Garage,64,,No,418000,,No,,"Zip Solutions Realty, LLC",42.153282,-87.987641,1
9161705,Single Family Residential,127 S Dunton Ave,Arlington Heights,IL,60005,450000,3,2,Arlington Heights,1800,1800,,1893,2,Garage,64,03/30/2016,Yes,475000,05/24/2005,Yes,416000,@properties,42.0797,-87.982575,1
9161913,Single Family Residential,2311 N Arlington Heights Rd,Arlington Heights,IL,60004,694900,5,3,Arlington Heights,4150,4150,,2016,3,Garage,64,04/01/2016,Yes,699900,02/18/2015,Yes,155000,Family First Realty,42.118256,-87.979886,0
9162198,Single Family Residential,416 E PARKVIEW Ct,Arlington Heights,IL,60005,539000,4,2.5,Arlington Heights,2808,2808,,1978,2,Garage,64,05/07/2016,Yes,570000,09/04/2014,Yes,375000,Williams Realty Group,42.055235,-87.976459,0
9162859,Single Family Residential,221 S Evergreen Ave,Arlington Heights,IL,60005,299000,3,1,Arlington Heights,1038,1038,,1877,2,Garage,63,03/23/2016,Yes,314900,01/15/2015,Yes,188000,Coldwell Banker,42.078472,-87.981365,0
1210745,Single Family Residential,630 S Salem Ave,Arlington Heights,IL,60005,724900,4,2.5,Greenscape Homes - NW Suburbs,2834,2834,,2016,3,Garage,62,,No,724900,,No,,NewHomeSource.com,42.072488,-87.993115,1
9163634,Single Family Residential,1320 E Camelot Ct,Arlington Heights,IL,60004,525000,4,2.5,Arlington Heights,3657,3657,12148,1992,3,Garage,62,,No,525000,,No,,Century 21,42.119003,-87.966211,0
9164247,Single Family Residential,201 E ORCHARD St,Arlington Heights,IL,60005,629000,4,4.5,Arlington Heights,4600,4600,,1949,2,Garage,61,,No,629000,,No,,RE/MAX,42.068024,-87.979882,0
9164325,Single Family Residential,4022 N Ridge Ave,Arlington Heights,IL,60004,610000,5,2.5,Arlington Heights,3600,3600,,1981,2,Garage,60,04/26/2016,Yes,625000,,No,,Coldwell Banker,42.14924,-87.990891,0
9165527,Single Family Residential,222 N YALE Ave,Arlington Heights,IL,60005,650000,5,4,Arlington Heights,,3792,,1954,3,Garage,59,04/26/2016,Yes,699000,07/23/2004,Yes,312000,RE/MAX,42.084634,-88.000895,0
9165619,Single Family Residential,710 W KIRCHOFF Rd,Arlington Heights,IL,60005,475000,4,2.5,Arlington Heights,3400,3400,,1977,2,Garage,59,05/12/2016,Yes,489500,,No,,Berkshire Hathaway,42.07031,-87.992217,0
9165704,Single Family Residential,1307 N Salem Blvd,Arlington Heights,IL,60004,479000,4,2.5,Arlington Heights,,2184,16696,1968,2,Garage,59,05/04/2016,Yes,500000,,No,,Keller Williams,42.10043,-87.995335,0
9165815,Single Family Residential,908 S Vail Ave,Arlington Heights,IL,60005,359500,2,2,Arlington Heights,1400,1400,9239,1954,1,Garage,59,04/20/2016,Yes,364900,11/06/1998,Yes,133500,"Meritage Realty Group, LLC.",42.068049,-87.984652,0
9165984,Single Family Residential,2409 S Shag Bark Trl,Arlington Heights,IL,60005,385000,4,3,Arlington Heights,2784,2784,9308,1985,2,Garage,59,,No,385000,,No,,Picket Fence Realty,42.042165,-87.970538,1
9166004,Single Family Residential,1902 E KENSINGTON Rd,Arlington Heights,IL,60004,479900,4,3.5,Arlington Heights,4084,4084,9901,1959,3,Garage,59,04/15/2016,Yes,499500,03/31/2004,Yes,375000,Berkshire Hathaway,42.081127,-87.959516,0
9166025,Single Family Residential,3202 N Volz Dr E,Arlington Heights,IL,60004,419000,3,2.5,Arlington Heights,2209,2209,9679,1972,2,Garage,59,03/26/2016,Yes,449000,,No,,Berkshire Hathaway,42.133714,-87.967101,0
9166367,Single Family Residential,1614 N Yale Ave,Arlington Heights,IL,60004,349500,4,1.5,Arlington Heights,,1687,,,2,Garage,59,03/25/2016,Yes,359000,08/18/2005,Yes,365000,USA Real Estate Ltd.,42.105493,-88.001031,0
9166672,Single Family Residential,2332 N Douglas Ave,Arlington Heights,IL,60004,635000,5,3.5,Arlington Heights,4000,4000,19998,1975,4,Garage,58,04/13/2016,Yes,650000,,No,,Coldwell Banker,42.11896,-87.975874,1
9166697,Single Family Residential,1112 N Dunton Ave,Arlington Heights,IL,60004,482000,4,2.5,Arlington Heights,2564,2564,17424,1922,2,Garage,58,04/12/2016,Yes,575000,,No,,Professional Residential Brokerage LLC,42.096014,-87.983477,1
9167809,Single Family Residential,831 N Mitchell Ave,Arlington Heights,IL,60004,715000,4,2.5,Arlington Heights,2802,2802,6865,2001,2,Garage,57,05/04/2016,Yes,739900,03/08/2001,Yes,480000,Coldwell Banker,42.092722,-87.987387,0
9167894,Condo/Coop,110 S DUNTON Ave Unit 4C,Arlington Heights,IL,60005,224900,2,2,Arlington Heights,,1382,,1966,2,Garage,57,,No,224900,,No,,Baird & Warner,42.080412,-87.983497,0
9167964,Single Family Residential,433 E Seegers Rd E,Arlington Heights,IL,60005,349900,4,2.5,Arlington Heights,2437,2437,,,2,Garage,57,04/19/2016,Yes,369900,12/31/1998,Yes,258000,Charles Rutenberg,42.050131,-87.976524,0
9168936,Single Family Residential,1603 E SUFFIELD Dr,Arlington Heights,IL,60004,399900,4,2.5,Arlington Heights,1769,1769,,1975,2,Garage,57,05/02/2016,Yes,424900,07/18/2003,Yes,354000,Superior Real Estate Network,42.120989,-87.963103,0
9169550,Townhouse,1418 E Northwest Hwy,Arlington Heights,IL,60004,599000,3,3.5,Arlington Heights,2684,2684,,2005,2,Garage,56,,No,599000,08/01/2012,Yes,485000,Coldwell Banker,42.076393,-87.964953,0
9169770,Single Family Residential,919 W Hintz Rd,Arlington Heights,IL,60004,514000,4,2.5,Arlington Heights,,2184,10890,1973,2,Garage,56,04/07/2016,Yes,524700,,No,,Berkshire Hathaway,42.124774,-87.995045,0
9170084,Single Family Residential,1407 W Lynnwood Ave,Arlington Heights,IL,60004,899000,5,3.5,Arlington Heights,4122,4122,19602,2002,3,Garage,56,,No,899000,07/03/2002,Yes,740000,Redfin Corporation,42.103766,-87.998143,1
9170161,Condo/Coop,44 N Vail Ave #704,Arlington Heights,IL,60005,729000,2,2,Arlington Heights,,1382,,2000,2,Garage,56,04/22/2016,Yes,749000,09/29/2005,Yes,655000,Century 21,42.083108,-87.984543,0
9170303,Single Family Residential,12 N Windsor Dr,Arlington Heights,IL,60004,495000,4,2.5,Arlington Heights,1742,1742,9801,1968,2,Garage,56,,No,495000,,No,,Picket Fence Realty,42.082629,-87.966191,0
9170692,Single Family Residential,2653 N STUART Dr,Arlington Heights,IL,60004,489900,4,2.5,Arlington Heights,3072,3072,8751,1972,2,Garage,55,,No,489900,10/22/2004,Yes,390000,RE/MAX,42.123634,-87.97093,1
9171053,Single Family Residential,1725 N STRATFORD Rd,Arlington Heights,IL,60004,514900,4,3,Arlington Heights,2757,2757,9975,1970,2,Garage,53,05/06/2016,Yes,524900,07/07/2000,Yes,340000,Royal Serv Rlty Chgo Metro Pro,42.107864,-87.960155,0
9171205,Single Family Residential,601 N Dryden Ave,Arlington Heights,IL,60004,619000,4,3.5,Arlington Heights,3222,3222,12959,1986,2,Garage,53,,No,619000,08/12/2014,Yes,585000,Berkshire Hathaway,42.088473,-87.970347,0
9172286,Single Family Residential,536 S Highland Ave,Arlington Heights,IL,60005,595000,4,4,Arlington Heights,2441,2441,,1928,2,Garage,52,,No,595000,01/18/2006,Yes,575000,Picket Fence Realty,42.074337,-87.985783,1
9172954,Condo/Coop,502 W Miner St Unit 2C,Arlington Heights,IL,60005,189900,3,2,Arlington Heights,,1629,,,2,None,52,,No,189900,,No,,Coldwell Banker,42.0860111,-87.9888563,0
9173265,Townhouse,2700 S Embers Ln Unit A,Arlington Heights,IL,60005,247900,3,3,Arlington Heights,1600,1600,,1994,2,Garage,51,,No,247900,06/15/2015,Yes,212000,Realty Advisors North,42.0361791,-87.97181047,0
9174152,Single Family Residential,611 E Crestwood Dr,Arlington Heights,IL,60004,424900,5,3,Arlington Heights,2552,2552,9888,1966,2,Garage,51,05/05/2016,Yes,439000,,No,,RE/MAX,42.115113,-87.974749,0
9174163,Single Family Residential,1616 W CANTERBURY Ct,Arlington Heights,IL,60004,369900,4,2.5,Arlington Heights,2181,2181,10018,1976,2,Garage,51,,No,369900,,No,,RE/MAX,42.123924,-88.003021,1
24061067,Single Family Residential,2020 N Yale Ave,Arlington Heights,IL,60004,489500,4,2.5,Arlington Heights,2202,2202,10019,1984,2,Garage,50,04/19/2016,Yes,499500,12/02/1998,Yes,290000,ForSaleByOwner.com,42.113593,-88.000308,1
9174617,Single Family Residential,1517 W Richmond St,Arlington Heights,IL,60004,349000,3,3.5,Arlington Heights,,2399,9143,1985,2,Garage,50,05/02/2016,Yes,365000,,No,,RE/MAX,42.112528,-88.001793,0
9174673,Single Family Residential,822 S Mitchell Ave,Arlington Heights,IL,60005,329900,3,1,Arlington Heights,1176,1176,6599,1949,1,Garage,50,,No,329900,04/26/2006,Yes,338000,RE/MAX,42.069333,-87.988284,0
